Fusion Name,Gene 1,Gene 2,Profile ID,Total Reads Supporting Fusion,Total Fusion Coverage,FFPM,Split Reads 1,Split Reads 2,Discordant Mates,Strand 1,Strand 2,Reading Frame
ABHD14A--AGR3,ABHD14A,AGR3,PR-jVbHsl,5,124,0.0907043151979307,4,0,1,+/+,-/-,in-frame
ABHD14A--AGR3,ABHD14A,AGR3,PR-jVbHsl,3,110,0.05442258911875841,1,1,1,+/+,-/-,out-of-frame
ABHD14A-ACY1--AGR3,ABHD14A-ACY1,AGR3,PR-jVbHsl,5,124,0.0907043151979307,4,0,1,+/+,-/-,.
ABHD14A-ACY1--AGR3,ABHD14A-ACY1,AGR3,PR-jVbHsl,3,110,0.05442258911875841,1,1,1,+/+,-/-,out-of-frame
ABHD17AP3--PTPN14,PTPN14,ABHD17AP3,PR-jVbHsl,31,279,0.5623667542271703,9,10,12,-/-,-/-,.
ACBD5--ACBD5,ACBD5,ACBD5,PR-jVbHsl,4,29,0.07256345215834456,0,2,2,-/-,-/-,.
ADCY5--OSBPL11,OSBPL11,ADCY5,PR-jVbHsl,53,235,0.9614657410980654,19,18,16,-/-,-/+,out-of-frame
AGAP1--EXOSC3,AGAP1,EXOSC3,PR-jVbHsl,56,1841,1.0158883302168238,6,23,27,+/+,-/-,out-of-frame
AGO2--STRN3,AGO2,STRN3,PR-jVbHsl,17,305,0.30839467167296436,3,8,6,-/-,-/-,in-frame
AGO2--STRN3,AGO2,STRN3,PR-jVbHsl,19,430,0.34467639775213665,2,1,16,-/-,-/-,out-of-frame
BRAF--PARP12,PARP12,BRAF,PR-jVbHsl,3,195,0.05442258911875841,1,0,2,-/-,-/-,out-of-frame
C17orf77--UNK,UNK,CD300LD-AS1,PR-jVbHsl,31,16,0.5623667542271703,4,6,21,+/+,+/+,.
C17orf77--UNK,UNK,CD300LD-AS1,PR-jVbHsl,45,263,0.8163388367813762,10,6,29,+/+,+/+,out-of-frame
CA5BP1--GS1-594A7.3,CA5BP1,ACE2-DT,PR-jVbHsl,61,268,1.1065926454147545,16,30,15,+/+,+/+,.
CATSPER1--TMEM241,TMEM241,CATSPER1,PR-jVbHsl,3,34,0.05442258911875841,2,0,1,-/-,-/-,out-of-frame
CCDC148--CIC,CIC,CCDC148,PR-jVbHsl,60,332,1.0884517823751683,17,16,27,+/+,-/+,out-of-frame
CCT6P1--VKORC1L1,CCT6P1,VKORC1L1,PR-jVbHsl,44,511,0.7981979737417901,6,14,24,+/+,+/+,.
CD300LD--UNK,CD300LD,UNK,PR-jVbHsl,15,16,0.27211294559379207,6,4,5,-/.,+/.,.
CENPF--PTPN14,PTPN14,CENPF,PR-jVbHsl,5,11,0.0907043151979307,1,1,3,-/.,+/.,.
CEP55--MYOF,MYOF,CEP55,PR-jVbHsl,8,379,0.14512690431668912,1,3,4,-/-,+/-,out-of-frame
CRLF1--TANC1,TANC1,CRLF1,PR-jVbHsl,59,219,1.0703109193355822,19,14,26,+/+,-/-,in-frame
CSNK1A1--HAVCR1,CSNK1A1,HAVCR1,PR-jVbHsl,3,724,0.05442258911875841,0,2,1,-/-,-/+,out-of-frame
CYB5B--TRAF7,CYB5B,TRAF7,PR-jVbHsl,21,1144,0.3809581238313089,8,5,8,+/+,+/-,out-of-frame
DENND4B--NUP210L,DENND4B,NUP210L,PR-jVbHsl,14,127,0.25397208255420595,8,1,5,-/-,-/-,in-frame
EVX1--SYNRG,SYNRG,EVX1,PR-jVbHsl,70,546,1.2698604127710298,25,30,15,-/-,+/+,in-frame
FOXK2--OR7E29P,FOXK2,OR7E29P,PR-jVbHsl,5,134,0.0907043151979307,0,4,1,+/+,+/+,out-of-frame
GOSR1--MBTD1,GOSR1,MBTD1,PR-jVbHsl,3,352,0.05442258911875841,0,1,2,+/+,-/-,out-of-frame
IQSEC3--WNK1,WNK1,IQSEC3,PR-jVbHsl,24,204,0.4353807129500673,2,8,14,+/+,+/+,in-frame
IQSEC3--WNK1,WNK1,IQSEC3,PR-jVbHsl,11,221,0.19954949343544753,2,2,7,+/+,+/+,out-of-frame
KLHL28--LINC02302,KLHL28,LINC02302,PR-jVbHsl,7,81,0.12698604127710297,0,6,1,-/-,-/-,.
LINC00315--POFUT2,POFUT2,LINC00315,PR-jVbHsl,6,188,0.10884517823751683,1,3,2,-/-,-/-,out-of-frame
MORN1--SLC13A3,SLC13A3,MORN1,PR-jVbHsl,5,17,0.0907043151979307,3,1,1,-/-,-/-,.
PPIAP34--RADIL,RADIL,PPIAP34,PR-jVbHsl,4,17,0.07256345215834456,0,4,0,-/-,-/-,.
WASH5P--WASH6P,WASH5P,WASH6P,PR-jVbHsl,5,76,0.0907043151979307,1,0,4,-/-,+/+,.
ZNF787--ZSCAN5B,ZNF787,ZSCAN5B,PR-jVbHsl,115,468,2.086199249552406,21,66,28,-/-,-/-,.
