/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	CACNA1C:CACNA1C 106 chr12:2120427 chrKZ208916.1:797092
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	KIF2A:IPO11 25 chr5:62306533 chr5:62515387
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RBMS3:LUZP2 25 chr3:29434745 chr11:24891960
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	XKR6:ENSG00000284927 11 chr8:10924827 chrKZ208915.1:2146345
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	PLCL2:PLCL2 11 chr3:17009673 chrKV766192.1:115575
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	LUZP2:ENSG00000283563 9 chr11:24892315 chr3:28576492
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	POLR3B:RIC8B 8 chr12:106500181 chr12:106774688
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	KCNIP4:KCNIP4 8 chr4:20850666 chrKI270790.1:23025
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	PDGFRA:FIP1L1 7 chr4:54274921 chr4:53425960
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	PRRG1:TSPAN7 6 chrX:37425995 chrX:38666120
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	KIF26B:KIF26B 5 chr1:245156678 chrKI270759.1:61136
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPS7:SERPINA1 4 chr2:3579818 chr14:94376749
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	FTL:MT-ND4 3 chr19:48966877 chrM:10758
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	FTL:SERPINA1 3 chr19:48966875 chr14:94376750
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPL37A:MT-ATP6 2 chr2:216504082 chrM:9203
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	TF:EEF1A1 2 chr3:133788195 chr6:73515761
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	AFP:MT-CO1 2 chr4:73436226 chrM:7432
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPL31:MT-CO1 2 chr2:101002293 chrM:7445
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPL31:RPL27 2 chr2:101006420 chr17:43002949
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	EEF2:MT-CO2 2 chr19:3976053 chrM:8268
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	CST3:APOA1 2 chr20:23637951 chr11:116837613
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPS8:RPL37A 2 chr1:44778774 chr2:216504081
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	CFL1:RACK1 2 chr11:65854690 chr5:181243885
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.log:SumGF	RPS3A:APOA2 2 chr4:151104642 chr1:161222306
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	CACNA1C:CACNA1C 157 chr12:2120428 chrKZ208916.1:797090
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	RBMS3:LUZP2 60 chr3:29434744 chr11:24891958
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	KIF2A:IPO11 28 chr5:62306534 chr5:62515386
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	PRRG1:TSPAN7 27 chrX:37425997 chrX:38666121
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	PDGFRA:FIP1L1 23 chr4:54274921 chr4:53425963
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	POLR3B:RIC8B 22 chr12:106500180 chr12:106774688
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.log:SumGF	LUZP2:ENSG00000283563 19 chr11:24892315 chr3:28576493
